Número de factura,Estado de factura,Tipo de factura,CUPS,Fecha desde,Fecha hasta,Fecha emisión,Fecha inicio energia,Fecha fin energia,Fecha inicio potencia,Fecha fin potencia,Base imponible (€),Dirección,Municipio,Provincia,Nombre suministro,Código suministro,Razón social,CIF,Tarifa de acceso,Comercializadora,Remesa,Tipo de lectura,Número de contador,Lectura inicio consumo activa P1 (kWh),Lectura fin consumo activa P1 (kWh),Consumo activa P1 (kWh),Lectura inicio consumo activa P2 (kWh),Lectura fin consumo activa P2 (kWh),Consumo activa P2 (kWh),Lectura inicio consumo activa P3 (kWh),Lectura fin consumo activa P3 (kWh),Consumo activa P3 (kWh),Lectura inicio consumo activa P4 (kWh),Lectura fin consumo activa P4 (kWh),Consumo activa P4 (kWh),Lectura inicio consumo activa P5 (kWh),Lectura fin consumo activa P5 (kWh),Consumo activa P5 (kWh),Lectura inicio consumo activa P6 (kWh),Lectura fin consumo activa P6 (kWh),Consumo activa P6 (kWh),Consumo activa total (kWh),Lectura inicio consumo reactiva inductiva P1 (kVArh),Lectura fin consumo reactiva inductiva P1 (kVArh),Consumo reactiva inductiva P1 (kVarh),Lectura inicio consumo reactiva inductiva P2 (kVArh),Lectura fin consumo reactiva inductiva P2 (kVArh),Consumo reactiva inductiva P2 (kVarh),Lectura inicio consumo reactiva inductiva P3 (kVArh),Lectura fin consumo reactiva inductiva P3 (kVArh),Consumo reactiva inductiva P3 (kVarh),Lectura inicio consumo reactiva inductiva P4 (kVArh),Lectura fin consumo reactiva inductiva P4 (kVArh),Consumo reactiva inductiva P4 (kVarh),Lectura inicio consumo reactiva inductiva P5 (kVArh),Lectura fin consumo reactiva inductiva P5 (kVArh),Consumo reactiva inductiva P5 (kVarh),Lectura inicio consumo reactiva inductiva P6 (kVArh),Lectura fin consumo reactiva inductiva P6 (kVArh),Consumo reactiva inductiva P6 (kVarh),Consumo reactiva inductiva total (kVarh),Lectura fin maxímetro P1 (kW),Maxímetro P1 (kW),Lectura fin maxímetro P2 (kW),Maxímetro P2 (kW),Lectura fin maxímetro P3 (kW),Maxímetro P3 (kW),Lectura fin maxímetro P4 (kW),Maxímetro P4 (kW),Lectura fin maxímetro P5 (kW),Maxímetro P5 (kW),Lectura fin maxímetro P6 (kW),Maxímetro P6 (kW),Maxímetro total (kW),Potencia contratada P1 (kW),Potencia contratada P2 (kW),Potencia contratada P3 (kW),Potencia contratada P4 (kW),Potencia contratada P5 (kW),Potencia contratada P6 (kW),Importe TE (€),Importe TP (€),Importe TR (€),Importe IE,Importe alquiler (€),Importe impuestos (€),Importe otros conceptos (€),Importe otros conceptos sin IE (€),Cuenta bancaria,Factura rectificada,Importe total (€),Importe excesos P1,Importe excesos P2,Importe excesos P3,Importe excesos P4,Importe excesos P5,Importe excesos P6,Importe excesos de potencia,Nombre del fichero,Importe TE P1(€),Importe TE P2(€),Importe TE P3(€),Importe TE P4(€),Importe TE P5(€),Importe TE P6(€),Importe TP P1(€),Importe TP P2(€),Importe TP P3(€),Importe TP P4(€),Importe TP P5(€),Importe TP P6(€),Consumo vertido (kWh),Precio vertido (€/kWh),Importe TE vertido (€),Ajuste gas,Ignorar restricciones,Estado pago,Tensión lectura,Importe otros conceptos sin impuestos (€)
P26AGN000002245,ACTIVA,NORMAL,ES0021000008025302HR,30/11/2025,31/12/2025,02/02/2026,,,,,158.28,"Calderón de la Barca, 39",Gandia,Valencia/València,GANDÍA-2,4609 - Gandía-2 ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,176323251,20277,20592,315.00,32274,32435,161.00,18249,18249,0.00,10510,10510,0.00,5136,5136,0.00,13259,13459,200.00,676.00,10492,10492,0.00,14190,14191,1.00,8881,8881,0.00,4180,4180,0.00,1476,1476,0.00,2539,2539,0.00,1.00,7,7.62,10,10.94,0,0.00,0,0.00,0,0.00,2,2.40,10.94,11.00,12.00,12.00,12.00,12.00,19.80,102.78,41.56,0.00,7.40,6.14,33.24,0.00,0.40,,,191.52,,,,,,,0.00,20049187,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0030320039228001WB,30/11/2025,31/12/2025,02/02/2026,,,,,380.55,"Avda. de Huesca, 18",Sabiñánigo,Huesca,SABIÑÁNIGO,2203 - Sabiñánigo ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,13016410,20572,21191,619.00,14306,14696,390.00,14586,14586,0.00,14811,14811,0.00,6428,6428,0.00,43621,44301,680.00,"1,689.00",3455,3455,0.00,1134,1134,0.00,3416,3416,0.00,2372,2372,0.00,861,861,0.00,6605,6605,0.00,0.00,6,6.00,8,8.00,0,0.00,0,0.00,0,0.00,6,6.00,8.00,30.00,30.00,30.00,30.00,30.00,48.00,243.26,107.91,0.00,17.97,11.01,79.92,0.00,0.40,,,460.47,,,,,,,0.00,20049168,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0021000015786110BB,30/11/2025,31/12/2025,02/02/2026,,,,,"1,068.09","Ramón y Cajal, 15",Humanes,Guadalajara,HUMANES,2827 - Humanes ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49503733,84254,86708,"2,454.00",129954,131416,"1,462.00",58898,58898,0.00,41110,41110,0.00,19349,19349,0.00,41439,42109,670.00,"4,586.00",12631,12995,364.00,17154,17409,255.00,10688,10688,0.00,6027,6027,0.00,1824,1824,0.00,2619,2664,45.00,664.00,56,56.29,62,62.28,0,0.00,0,0.00,0,0.00,61,61.56,62.28,45.00,45.00,45.00,45.00,45.00,45.00,739.13,158.75,0.00,51.56,8.15,224.30,0.00,0.40,,,"1,292.39",,,,,,,110.10,20049079,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0021000004235224GR,30/11/2025,31/12/2025,02/02/2026,,,,,616.15,"Avda. de la Constitución, 63",Fuenlabrada,Madrid,FUENLABRADA,2805 - Fuenlabrada,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,22295384,33831,35286,"1,455.00",56833,57901,"1,068.00",26485,26485,0.00,22103,22103,0.00,10163,10163,0.00,23494,23956,462.00,"2,985.00",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,25,25.31,26,26.51,0,0.00,0,0.00,0,0.00,8,8.34,26.51,25.00,25.00,25.00,41.50,41.50,41.50,475.61,98.53,0.00,29.67,6.14,129.39,0.00,0.40,,,745.54,,,,,,,5.80,20049154,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0021000009728591ZW,30/11/2025,31/12/2025,02/02/2026,,,,,897.08,"Murueta, Torre 2 A",Durango,Bizkaia,DURANGO,4804 - Durango ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35043125,40259,42701,"2,442.00",78111,79480,"1,369.00",40976,40976,0.00,21398,21398,0.00,20543,20543,0.00,53415,53935,520.00,"4,331.00",3150,3162,12.00,5997,6012,15.00,3109,3109,0.00,1576,1576,0.00,1653,1653,0.00,5027,5028,1.00,28.00,32,32.04,32,32.39,0,0.00,0,0.00,0,0.00,24,24.76,32.39,27.00,28.00,28.00,28.00,28.00,50.00,707.08,99.66,0.00,43.24,8.15,188.39,0.00,0.40,,,"1,085.47",,,,,,,38.55,20049102,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002246,ACTIVA,NORMAL,ES0021000005501465LT,30/11/2025,31/12/2025,02/02/2026,,,,,"1,325.49","DE SALVADOR DALI,11BIS  BAJO",Madrid,Madrid,PINTO,2808 - Pinto,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49895537,65902,68827,"2,925.00",89941,92070,"2,129.00",80028,80028,0.00,73393,73393,0.00,26770,26770,0.00,75318,77066,"1,748.00","6,802.00",14247,14344,97.00,20057,20138,81.00,21287,21287,0.00,17557,17557,0.00,4962,4962,0.00,9896,9925,29.00,207.00,32,32.13,30,30.98,0,0.00,0,0.00,0,0.00,22,22.65,32.13,50.00,70.00,70.00,70.00,70.00,70.00,"1,039.30",213.56,0.00,64.08,8.15,278.35,0.00,0.40,,,"1,603.84",,,,,,,0.00,20049146,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0031101306940001FH,30/11/2025,31/12/2025,02/02/2026,,,,,932.62,"Avda. América, 7",Córdoba,Córdoba,CÓRDOBA,1401 - Córdoba,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,502536871,0,1498,"2,355.00",0,909,"1,407.00",0,0,0.00,0,0,0.00,0,0,0.00,0,487,691.00,"4,453.00",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,36,36.00,36,36.00,0,0.00,0,0.00,0,0.00,8,8.00,36.00,40.00,40.00,40.00,40.00,40.00,55.00,714.97,142.86,0.00,43.88,30.51,195.85,0.00,0.40,,,"1,128.47",,,,,,,0.00,20049099,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0031408248171001XL,30/11/2025,31/12/2025,02/02/2026,,,,,212.92,Col.legi nº 6,Terrassa,Barcelona,TERRASSA,0834 - Terrassa ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300118481,15110,15509,399.00,26609,26879,270.00,16751,16751,0.00,10911,10911,0.00,8276,8276,0.00,28161,28454,293.00,962.00,1080,1145,65.00,1682,1743,61.00,1590,1590,0.00,892,892,0.00,495,495,0.00,2977,3044,67.00,193.00,9,9.00,7,7.00,0,0.00,0,0.00,0,0.00,4,4.00,9.00,6.00,11.00,11.00,11.00,11.00,20.78,144.39,31.59,0.00,9.82,11.01,44.71,0.00,0.40,,,257.63,,,,,,,15.71,20049134,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26CON002869953,ACTIVA,NORMAL,ES0021000005260236HH,30/11/2025,31/12/2025,22/01/2026,,,,,"2,192.65","Eloy Gonzalo, 23",Madrid,Madrid,MADRID (ELOY GONZALO),2823 -  Madrid (Eloy Gonzalo) ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49517655,125931,130361,"4,429.33",203141,206575,"3,433.67",159887,159887,0.00,157088,157088,0.00,64107,64107,0.00,208316,212338,"4,021.64","11,884.64",1969,2378,409.00,3024,3421,397.00,6188,6188,0.00,6658,6658,0.00,2243,2243,0.00,3269,3397,128.00,934.00,56,56.49,56,56.91,0,0.00,0,0.00,0,0.00,59,59.44,59.44,87.00,96.00,96.00,96.00,96.00,150.00,"1,749.88",329.88,0.00,106.35,6.14,460.46,0.00,0.40,,,"2,653.11",,,,,,,0.00,20093396,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0021000008769780WS,30/11/2025,31/12/2025,02/02/2026,,,,,"2,071.24","Avda. Baleares, 16",València,Valencia/València,VALENCIA-BALEARES,4601 - Valencia-Baleares ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49889984,127608,133155,"5,547.00",169880,172838,"2,958.00",130085,130085,0.00,104114,104114,0.00,31609,31609,0.00,110101,111889,"1,788.00","10,293.00",24258,24962,704.00,23914,24357,443.00,25657,25657,0.00,17312,17312,0.00,5548,5548,0.00,25567,25876,309.00,"1,456.00",85,85.85,88,88.06,0,0.00,0,0.00,0,0.00,75,75.02,88.06,90.00,90.00,90.00,90.00,90.00,90.00,"1,646.73",317.52,0.00,100.45,6.14,434.96,0.00,0.40,,,"2,506.20",,,,,,,0.00,20049098,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0031408110586004DX,30/11/2025,31/12/2025,02/02/2026,,,,,535.04,"Vía Augusta, 18",Barcelona,Barcelona,"VIA AUGUSTA, 18  2","8023 - Via Augusta, 18  2 ",ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300038788,39528,40793,"1,265.00",70046,71044,998.00,35727,35727,0.00,32949,32949,0.00,13189,13189,0.00,22818,23256,438.00,"2,701.00",135,136,1.00,131,132,1.00,192,192,0.00,166,166,0.00,7,7,0.00,56,56,0.00,2.00,14,14.00,15,15.00,0,0.00,0,0.00,0,0.00,17,17.00,17.00,18.00,21.00,21.00,21.00,21.00,31.50,427.86,70.28,0.00,25.49,11.01,112.36,0.00,0.40,,,647.40,,,,,,,0.00,20049132,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0031103008385001BP,30/11/2025,31/12/2025,02/02/2026,,,,,436.40,"Avda.Severo Ochoa, 23 (Edificio El Lucero)",Marbella,Málaga,MARBELLA,2902 - Marbella ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95123984,122921,123580,659.00,265270,265657,387.00,68949,68949,0.00,42928,42928,0.00,29999,29999,0.00,37366,37789,423.00,"1,469.00",51989,52016,27.00,91800,91812,12.00,23844,23844,0.00,15785,15785,0.00,6410,6410,0.00,2968,2968,0.00,39.00,16,16.00,16,16.00,0,0.00,0,0.00,0,0.00,4,4.00,16.00,29.00,61.45,61.45,61.45,61.45,61.45,223.14,162.61,0.00,19.74,30.51,91.64,0.00,0.40,,,528.04,,,,,,,0.00,20049176,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002246,ACTIVA,NORMAL,ES0031101503429001WH,30/11/2025,31/12/2025,02/02/2026,,,,,549.10,"Doce de Octubre, 21 bajos",Córdoba,Córdoba,CÓRDOBA-2,1402 - Córdoba-2 ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,13001790,19118,20408,"1,290.00",32903,33731,828.00,16595,16595,0.00,13003,13003,0.00,6805,6805,0.00,18536,18951,415.00,"2,533.00",3045,3046,1.00,4909,4910,1.00,2398,2398,0.00,2060,2060,0.00,1004,1004,0.00,3119,3121,2.00,4.00,18,18.00,17,17.00,0,0.00,0,0.00,0,0.00,13,13.00,18.00,22.00,38.00,38.00,38.00,38.00,38.00,404.17,107.35,0.00,26.17,11.01,115.31,0.00,0.40,,,664.41,,,,,,,0.00,20049210,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002246,ACTIVA,NORMAL,ES0021000002276644VD,30/11/2025,31/12/2025,02/02/2026,,,,,695.62,"Avda. Hernán Cortés, 36",Cáceres,Cáceres,CÁCERES,1001 - Cáceres ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35044813,39594,41078,"1,484.00",67765,69078,"1,313.00",34912,34912,0.00,30476,30476,0.00,13423,13423,0.00,30068,30478,410.00,"3,207.00",6100,6330,230.00,9878,10091,213.00,6039,6039,0.00,5732,5732,0.00,1971,1971,0.00,1540,1557,17.00,460.00,29,29.12,38,38.36,0,0.00,0,0.00,0,0.00,26,26.70,38.36,24.00,38.00,38.00,45.00,45.00,45.00,512.66,115.07,0.00,33.54,6.14,146.08,0.00,0.40,,,841.70,,,,,,,27.81,20049083,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
N26AGN000000483,ACTIVA,NORMAL,ES0031607515645001CM,30/11/2025,31/12/2025,02/02/2026,,,,,316.80,"Avda. de la Salle, 19",Santa Cruz de Tenerife,Santa Cruz de Tenerife,TENERIFE - 2,3803 - Tenerife ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,13017822,5079,5079,0.00,1251,1794,543.00,3111,3446,335.00,4377,4377,0.00,2535,2535,0.00,3405,3941,536.00,"1,414.00",1001,1001,0.00,384,384,0.00,526,526,0.00,2966,2966,0.00,1747,1747,0.00,558,558,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,31.00,32.00,32.00,32.00,32.00,50.00,177.22,113.30,0.00,14.87,11.01,9.94,0.00,0.40,,,326.74,,,,,,,0.00,20049065,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002246,ACTIVA,NORMAL,ES0021000004371057KL,30/11/2025,31/12/2025,02/02/2026,,,,,"1,353.66","San Vicente, 7",Getafe,Madrid,GETAFE,2814 - Getafe ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49890960,59769,63013,"3,244.00",79179,80875,"1,696.00",50837,50837,0.00,37412,37412,0.00,15377,15377,0.00,44019,44942,923.00,"5,863.00",3059,3072,13.00,4573,4576,3.00,5005,5005,0.00,2312,2312,0.00,1165,1165,0.00,5569,5569,0.00,16.00,51,51.20,49,49.71,0,0.00,0,0.00,0,0.00,29,29.00,51.20,37.00,49.00,49.00,49.00,49.00,105.00,945.02,159.29,0.00,65.45,8.15,284.27,0.00,0.40,,,"1,637.93",,,,,,,175.35,20049104,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002246,ACTIVA,NORMAL,ES0031102992260002XX,30/11/2025,31/12/2025,02/02/2026,,,,,776.74,Av. Santa Amalia - Edif. Myramar-,Fuengirola,Málaga,FUENGIROLA,2903 - Fuengirola ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,502512977,3143,4895,"1,752.00",2834,3769,935.00,8799,8799,0.00,7057,7057,0.00,1533,1533,0.00,6678,7539,861.00,"3,548.00",1537,1899,362.00,925,1159,234.00,2661,2661,0.00,2071,2071,0.00,347,347,0.00,997,1080,83.00,679.00,36,36.00,40,40.00,0,0.00,0,0.00,0,0.00,32,32.00,40.00,38.00,51.00,51.00,51.00,51.00,51.00,551.30,158.23,0.00,36.30,30.51,163.12,0.00,0.40,,,939.86,,,,,,,0.00,20049203,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002246,ACTIVA,NORMAL,ES0021000008025253SK,30/11/2025,31/12/2025,02/02/2026,,,,,455.26,"Plaça Parc de l'Estació, 20",Gandia,Valencia/València,GANDÍA,4604 - Gandía ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49506102,41513,42628,"1,115.00",60349,60881,532.00,38133,38133,0.00,29197,29197,0.00,12260,12260,0.00,27889,28266,377.00,"2,024.00",17455,17791,336.00,21054,21170,116.00,16655,16655,0.00,12403,12403,0.00,2810,2810,0.00,1592,1592,0.00,452.00,23,23.86,13,13.28,0,0.00,0,0.00,0,0.00,1,1.60,23.86,25.00,25.00,25.00,49.50,49.50,49.50,323.34,103.53,0.00,21.85,6.14,95.60,0.00,0.40,,,550.86,,,,,,,0.00,20049201,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0031500023979001NJ,30/11/2025,31/12/2025,02/02/2026,,,,,266.08,"Font i Vidal, 1",Maó-Mahón,"Balears, Illes",MAÓ,0704 - Maó ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,12031566,22426,22426,0.00,31347,31347,0.00,13272,13760,488.00,12537,13015,478.00,6086,6086,0.00,25734,26143,409.00,"1,375.00",12583,12583,0.00,15201,15201,0.00,4437,4568,131.00,4148,4404,256.00,1757,1757,0.00,6166,6260,94.00,481.00,0,0.00,0,0.00,11,11.00,21,21.00,0,0.00,12,12.00,21.00,19.00,33.00,33.00,33.00,33.00,33.00,145.13,93.05,4.08,12.41,11.01,55.88,0.00,0.40,,,321.96,,,,,,,0.00,20049169,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002246,ACTIVA,NORMAL,ES0031405239579001TT,30/11/2025,31/12/2025,02/02/2026,,,,,547.81,"Camí Ral, 608",Mataró,Barcelona,MATARÓ,0828 - Mataró ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,502514941,2298,3281,983.00,2688,3353,665.00,6090,6090,0.00,5275,5275,0.00,1044,1044,0.00,4659,5173,514.00,"2,162.00",313,364,51.00,231,274,43.00,716,716,0.00,623,623,0.00,89,89,0.00,131,139,8.00,102.00,16,16.00,15,15.00,0,0.00,0,0.00,0,0.00,12,12.00,16.00,50.00,50.00,50.00,50.00,50.00,50.00,333.90,176.39,0.00,26.11,11.01,115.04,0.00,0.40,,,662.85,,,,,,,0.00,20049152,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0031101525318002GB,30/11/2025,31/12/2025,02/02/2026,,,,,836.60,"Av. Juan Pereda Pila, 16",Badajoz,Badajoz,BADAJOZ,0601 - Badajoz,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,8518669,104777,106398,"1,621.00",249734,250847,"1,113.00",65455,65455,0.00,33975,33975,0.00,31303,31303,0.00,45161,45985,824.00,"3,558.00",32495,32495,0.00,81920,81920,0.00,11786,11786,0.00,5580,5580,0.00,3239,3239,0.00,2545,2545,0.00,0.00,28,28.00,28,28.00,0,0.00,0,0.00,0,0.00,28,28.00,28.00,61.18,61.18,61.18,61.18,61.18,61.18,550.63,215.85,0.00,39.21,30.51,175.69,0.00,0.40,,,"1,012.29",,,,,,,0.00,20049101,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0021000010507536WY,30/11/2025,31/12/2025,02/02/2026,,,,,318.28,Parque Industrial Juan Carlos I,Almussafes,Valencia/València,ALMUSSAFES,4608 - Almussafes,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,186310660,21501,22253,752.00,41640,42091,451.00,21736,21736,0.00,14369,14369,0.00,6988,6988,0.00,12977,13409,432.00,"1,635.00",1881,1881,0.00,4719,4720,1.00,2136,2136,0.00,1070,1070,0.00,489,489,0.00,379,379,0.00,1.00,10,10.21,9,9.48,0,0.00,0,0.00,0,0.00,5,5.56,10.21,8.00,10.00,10.00,10.00,10.00,30.00,250.73,34.26,0.00,15.18,6.14,66.84,0.00,0.40,,,385.12,,,,,,,11.57,20049209,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002246,ACTIVA,NORMAL,ES0031405969735002WW,30/11/2025,31/12/2025,02/02/2026,,,,,693.41,"Av. de Roma, 12",Barcelona,Barcelona,BARCELONA-SANTS,0827 - Barcelona-Sants ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,502515470,2251,3985,"1,734.00",2794,3808,"1,014.00",6077,6077,0.00,4216,4216,0.00,802,802,0.00,4618,5256,638.00,"3,386.00",298,483,185.00,341,451,110.00,315,315,0.00,113,113,0.00,3,3,0.00,78,96,18.00,313.00,24,24.00,32,32.00,0,0.00,0,0.00,0,0.00,20,20.00,32.00,22.00,28.00,28.00,28.00,28.00,70.00,536.65,93.61,0.00,32.24,30.51,145.62,0.00,0.40,,,839.03,,,,,,,0.00,20049140,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002246,ACTIVA,NORMAL,ES0031405422206002ZD,30/11/2025,31/12/2025,02/02/2026,,,,,"1,157.01",Vía Augusta 18 PB,Barcelona,Barcelona,BARCELONA-VIA AUGUSTA C.A.,0801 - Barcelona-Via Augusta C.A. ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300038786,55122,57159,"2,037.00",100384,101895,"1,511.00",76191,76191,0.00,57908,57908,0.00,41020,41020,0.00,206717,210487,"3,770.00","7,318.00",717,717,0.00,1799,1799,0.00,1347,1347,0.00,560,560,0.00,723,723,0.00,1293,1293,0.00,0.00,18,18.00,19,19.00,0,0.00,0,0.00,0,0.00,14,14.00,19.00,13.00,14.00,16.00,19.00,19.00,40.00,995.83,54.00,0.00,55.74,11.01,242.97,0.00,0.40,,,"1,399.98",,,,,,,40.03,20049135,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002246,ACTIVA,NORMAL,ES0026000000461823YE,30/11/2025,31/12/2025,02/02/2026,,,,,"1,068.04","Severo Ochoa, 13",Avilés,Asturias,AVILÉS,3303 - Avilés ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,47980601,55830,58134,"2,304.00",92399,93629,"1,230.00",49040,49040,0.00,28180,28180,0.00,19948,19948,0.00,113811,116341,"2,530.00","6,064.00",20294,20877,583.00,33839,34149,310.00,19485,19485,0.00,7318,7318,0.00,6989,6989,0.00,42211,42682,471.00,"1,364.00",35,35.69,29,29.05,0,0.00,0,0.00,0,0.00,20,20.39,35.69,33.00,33.00,33.00,33.00,33.00,33.00,871.66,116.43,0.00,51.26,14.20,224.29,0.00,0.40,,,"1,292.33",,,,,,,14.09,20049197,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002246,ACTIVA,NORMAL,ES0031405522809023XH,30/11/2025,31/12/2025,02/02/2026,,,,,81.97,"SANT JOAN BOSCO 38, SOS",Sant Boi de Llobregat,Barcelona,SANT BOI DE LLOBREGAT  SOS,0820 - Sant Boi De Llobregat  Sos ,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,300109420,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,0.00,70.54,0.00,0.02,11.01,17.21,0.00,0.40,,,99.18,,,,,,,0.00,20049087,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002246,ACTIVA,NORMAL,ES0021000005768816GE,30/11/2025,31/12/2025,02/02/2026,,,,,"1,999.44","Avda. de la Industria, 56",Tres Cantos,Madrid,TRES CANTOS,2818 - Tres Cantos ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49888430,73283,77246,"3,963.00",102144,104729,"2,585.00",64506,64506,0.00,47655,47655,0.00,22825,22825,0.00,164400,169372,"4,972.00","11,520.00",11511,12190,679.00,15709,16154,445.00,8755,8755,0.00,5132,5132,0.00,2441,2441,0.00,21583,22386,803.00,"1,927.00",54,54.85,71,71.52,0,0.00,0,0.00,0,0.00,45,45.93,71.52,49.00,95.00,95.00,95.00,95.00,95.00,"1,635.69",258.34,0.00,96.86,8.15,419.88,0.00,0.40,,,"2,419.32",,,,,,,0.00,20049138,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P26AGN000002245,ACTIVA,NORMAL,ES0026000000233295YE,30/11/2025,31/12/2025,02/02/2026,,,,,"1,930.48","General Elorza, 26-28",Oviedo,Asturias,OVIEDO,3302 - Oviedo ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,46161533,99642,103054,"3,412.00",210963,213213,"2,250.00",102432,102432,0.00,55526,55526,0.00,59543,59543,0.00,168190,174727,"6,537.00","12,199.00",30320,32025,"1,705.00",66729,68015,"1,286.00",42853,42853,0.00,14289,14289,0.00,24225,24225,0.00,70311,74395,"4,084.00","7,075.00",36,36.98,37,37.50,0,0.00,0,0.00,0,0.00,33,33.86,37.50,37.70,37.70,37.70,37.70,37.70,37.70,"1,648.62",132.99,46.65,93.49,8.33,405.40,0.00,0.40,,,"2,335.88",,,,,,,0.00,20049153,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
